Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			R1		8100004342		8000000323		07.04.2015		07.04.2015	31.12.2098				51974838								70700000				MWS	A8	Output tax 23%	 23,000	              2.349,00	              1.909,76	         439,24	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                 69,00	                 56,10	          12,90	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                 25,01	                 20,33	           4,68	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                 14,00	                 11,38	           2,62	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                 20,00	                 16,26	           3,74	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                464,01	                377,24	          86,77	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                552,00	                448,78	         103,22	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                 79,00	                 64,23	          14,77	44270000
			R1		8100004371		8000000326		07.04.2015		07.04.2015	31.12.2098				51837309								70700000				MWS	A8	Output tax 23%	 23,000	                429,00	                348,78	          80,22	44270000
			R1		8100004413		8000000329		07.04.2015		07.04.2015	31.12.2098				51934123								70700000				MWS	A8	Output tax 23%	 23,000	                275,00	                223,58	          51,42	44270000
			R1		8100004413		8000000329		07.04.2015		07.04.2015	31.12.2098				51934123								70700000				MWS	A8	Output tax 23%	 23,000	                 15,01	                 12,20	           2,81	44270000
			R1		8100004415		8000000332		07.04.2015		07.04.2015	31.12.2098				51958793								70700000				MWS	A8	Output tax 23%	 23,000	                108,90	                 88,54	          20,36	44270000
			R1		8100004416		8000000335		07.04.2015		07.04.2015	31.12.2098				51842501								70700000				MWS	A8	Output tax 23%	 23,000	                426,55	                346,79	          79,76	44270000
			R1		8100004416		8000000335		07.04.2015		07.04.2015	31.12.2098				51842501								70700000				MWS	A8	Output tax 23%	 23,000	                 17,00	                 13,82	           3,18	44270000
			R1		8100004422		8000000338		07.04.2015		07.04.2015	31.12.2098				51892172								70700000				MWS	A8	Output tax 23%	 23,000	                  4,00	                  3,25	           0,75	44270000
			R1		8100004423		8000000341		07.04.2015		07.04.2015	31.12.2098				51848387								70700000				MWS	A8	Output tax 23%	 23,000	                 90,00	                 73,17	          16,83	44270000
			R1		8100004424		8000000344		07.04.2015		07.04.2015	31.12.2098				51836440								70700000				MWS	A2	Output tax 8%	  8,000	                 75,00	                 69,44	           5,56	44270000
			R1		8100004425		8000000347		07.04.2015		07.04.2015	31.12.2098				51994417								70700000				MWS	A8	Output tax 23%	 23,000	                265,00	                215,45	          49,55	44270000
			R1		8100004425		8000000347		07.04.2015		07.04.2015	31.12.2098				51994417								70700000				MWS	A8	Output tax 23%	 23,000	                 22,00	                 17,89	           4,11	44270000
			R1		8100004426		8000000350		07.04.2015		07.04.2015	31.12.2098				51802364								70700000				MWS	A8	Output tax 23%	 23,000	                285,90	                232,44	          53,46	44270000
			R1		8100004427		8000000353		07.04.2015		07.04.2015	31.12.2098				50179317								70700000				MWS	A8	Output tax 23%	 23,000	                299,00	                243,09	          55,91	44270000
			R1		8100004428		8000000356		07.04.2015		07.04.2015	31.12.2098				51666086								70700000				MWS	A8	Output tax 23%	 23,000	                489,00	                397,56	          91,44	44270000
			R1		8100004428		8000000356		07.04.2015		07.04.2015	31.12.2098				51666086								70700000				MWS	A8	Output tax 23%	 23,000	                 17,00	                 13,82	           3,18	44270000
			R1		8100004429		8000000359		07.04.2015		07.04.2015	31.12.2098				51984361								70700000				MWS	A8	Output tax 23%	 23,000	                299,00	                243,09	          55,91	44270000
			R1		8100004430		8000000362		07.04.2015		07.04.2015	31.12.2098				51828083								70700000				MWS	A8	Output tax 23%	 23,000	              1.099,01	                893,50	         205,51	44270000
			R1		8100004431		8000000365		07.04.2015		07.04.2015	31.12.2098				51933422								70700000				MWS	A8	Output tax 23%	 23,000	                 87,54	                 71,16	          16,38	44270000
			R1		8100004432		8000000368		07.04.2015		07.04.2015	31.12.2098				51804258								70700000				MWS	A8	Output tax 23%	 23,000	                 86,99	                 70,72	          16,27	44270000
			R1		8100004433		8000000371		07.04.2015		07.04.2015	31.12.2098				50062511								70700000				MWS	A8	Output tax 23%	 23,000	                 37,99	                 30,89	           7,10	44270000
			R1		8100004433		8000000371		07.04.2015		07.04.2015	31.12.2098				50062511								70700000				MWS	A8	Output tax 23%	 23,000	                 56,00	                 45,53	          10,47	44270000
			R1		8100004433		8000000371		07.04.2015		07.04.2015	31.12.2098				50062511								70700000				MWS	A8	Output tax 23%	 23,000	                 22,00	                 17,89	           4,11	44270000
	*		R1																													             64.355,68	             52.531,30	      11.824,38
			RV		8100000000		9100000002		01.04.2015		01.04.2015	01.04.2015				52048360								70700000				MWS	A8	Output tax 23%	 23,000	-13,00	-10,57	-2,43	44270000
			RV		8100000000		9100000002		01.04.2015		01.04.2015	01.04.2015				52048360								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000002		9100000003		01.04.2015		01.04.2015	01.04.2015				52052761								70700000				MWS	A8	Output tax 23%	 23,000	-1.088,00	-884,55	-203,45	44270000
			RV		8100000002		9100000003		01.04.2015		01.04.2015	01.04.2015				52052761								70401000				MWS	YA	Output tax technical code	  0,000	-109,00	-109,00	           0,00	44270000
			RV		8100000002		9100000003		01.04.2015		01.04.2015	01.04.2015				52052761								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000002		9100000003		01.04.2015		01.04.2015	01.04.2015				52052761								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100000003		3000000002		01.04.2015		01.04.2015	01.04.2015				52205095								70700000				MWS	A8	Output tax 23%	 23,000	-35,01	-28,46	-6,55	44270000
			RV		8100000003		3000000002		01.04.2015		01.04.2015	01.04.2015				52205095								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100000003		3000000002		01.04.2015		01.04.2015	01.04.2015				52205095								70700000				MWS	A8	Output tax 23%	 23,000	-79,00	-64,23	-14,77	44270000
			RV		8100000006		1000000016		01.04.2015		01.04.2015	01.04.2015				52029050								70700000				MWS	A2	Output tax 8%	  8,000	-119,01	-110,19	-8,82	44270000
			RV		8100000006		1000000016		01.04.2015		01.04.2015	01.04.2015				52029050								70403000				MWS	A8	Output tax 23%	 23,000	-14,00	-11,38	-2,62	44270000
			RV		8100000006		1000000016		01.04.2015		01.04.2015	01.04.2015				52029050								70700000				MWS	A2	Output tax 8%	  8,000	-34,00	-31,48	-2,52	44270000
			RV		8100000007		1000000014		01.04.2015		01.04.2015	01.04.2015				51918962								70700000				MWS	A2	Output tax 8%	  8,000	-59,99	-55,55	-4,44	44270000
			RV		8100000008		1000000015		01.04.2015		01.04.2015	01.04.2015				51918962								70700000				MWS	A2	Output tax 8%	  8,000	-238,00	-220,37	-17,63	44270000
			RV		8100000009		1000000003		01.04.2015		01.04.2015	01.04.2015				51743670								70700000				MWS	A8	Output tax 23%	 23,000	-12,90	-10,49	-2,41	44270000
			RV		8100000010		1000000004		01.04.2015		01.04.2015	01.04.2015				51659731								70700000				MWS	A2	Output tax 8%	  8,000	-15,09	-13,97	-1,12	44270000
			RV		8100000011		1000000002		01.04.2015		01.04.2015	01.04.2015				52031764								70700000				MWS	A8	Output tax 23%	 23,000	-129,00	-104,88	-24,12	44270000
			RV		8100000012		1000000005		01.04.2015		01.04.2015	01.04.2015				51940295								70700000				MWS	A8	Output tax 23%	 23,000	-488,00	-396,75	-91,25	44270000
			RV		8100000013		1000000006		01.04.2015		01.04.2015	01.04.2015				51615565								70700000				MWS	A2	Output tax 8%	  8,000	-141,98	-131,46	-10,52	44270000
			RV		8100000014		1000000007		01.04.2015		01.04.2015	01.04.2015				50040382								70700000				MWS	A8	Output tax 23%	 23,000	-56,00	-45,53	-10,47	44270000
			RV		8100000015		1000000010		01.04.2015		01.04.2015	01.04.2015				50131535								70700000				MWS	A2	Output tax 8%	  8,000	-354,00	-327,78	-26,22	44270000
			RV		8100000016		1000000008		01.04.2015		01.04.2015	01.04.2015				51659731								70700000				MWS	A2	Output tax 8%	  8,000	-31,78	-29,43	-2,35	44270000
			RV		8100000017		1000000009		01.04.2015		01.04.2015	01.04.2015				52031603								70700000				MWS	A2	Output tax 8%	  8,000	-118,00	-109,26	-8,74	44270000
			RV		8100000018		1000000013		01.04.2015		01.04.2015	01.04.2015				50131535								70700000				MWS	A2	Output tax 8%	  8,000	-59,00	-54,63	-4,37	44270000
			RV		8100000019		1000000012		01.04.2015		01.04.2015	01.04.2015				51988997								70700000				MWS	A8	Output tax 23%	 23,000	-215,00	-174,80	-40,20	44270000
			RV		8100000020		1000000011		01.04.2015		01.04.2015	01.04.2015				52031589								70700000				MWS	A8	Output tax 23%	 23,000	-2.273,00	-1.847,97	-425,03	44270000
			RV		8100000020		1000000011		01.04.2015		01.04.2015	01.04.2015				52031589								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100000021		1000000017		01.04.2015		01.04.2015	01.04.2015				51988997								70700000				MWS	A2	Output tax 8%	  8,000	-129,00	-119,44	-9,56	44270000
			RV		8100000022		1000000019		01.04.2015		01.04.2015	01.04.2015				52034269								70700000				MWS	A8	Output tax 23%	 23,000	-128,01	-104,07	-23,94	44270000
			RV		8100000023		1000000018		01.04.2015		01.04.2015	01.04.2015				51362949								70700000				MWS	A8	Output tax 23%	 23,000	-259,99	-211,37	-48,62	44270000
			RV		8100000024		1000000022		01.04.2015		01.04.2015	01.04.2015				51516187								70700000			5170033277	MWS	A8	Output tax 23%	 23,000	-639,00	-519,51	-119,49	44270000
			RV		8100000025		1000000021		01.04.2015		01.04.2015	01.04.2015				51115687								70700000				MWS	A8	Output tax 23%	 23,000	-33,00	-26,83	-6,17	44270000
			RV		8100000026		1000000020		01.04.2015		01.04.2015	01.04.2015				51115687								70700000				MWS	A2	Output tax 8%	  8,000	-87,96	-81,44	-6,52	44270000
			RV		8100000027		1000000023		01.04.2015		01.04.2015	01.04.2015				51516187								70700000			5170033277	MWS	A8	Output tax 23%	 23,000	-898,99	-730,89	-168,10	44270000
			RV		8100000028		1000000025		01.04.2015		01.04.2015	01.04.2015				51969796								70700000				MWS	A2	Output tax 8%	  8,000	-119,01	-110,19	-8,82	44270000
			RV		8100000029		1000000024		01.04.2015		01.04.2015	01.04.2015				50028884								70700000				MWS	A8	Output tax 23%	 23,000	-289,00	-234,96	-54,04	44270000
			RV		8100000030		1000000026		01.04.2015		01.04.2015	01.04.2015				52031578								70700000				MWS	A8	Output tax 23%	 23,000	-618,00	-502,44	-115,56	44270000
			RV		8100000031		1000000028		01.04.2015		01.04.2015	01.04.2015				51914346								70700000				MWS	A8	Output tax 23%	 23,000	-77,49	-63,00	-14,49	44270000
			RV		8100000032		1000000027		01.04.2015		01.04.2015	01.04.2015				52028354								70700000				MWS	A8	Output tax 23%	 23,000	-56,09	-45,60	-10,49	44270000
			RV		8100000033		1000000034		01.04.2015		01.04.2015	01.04.2015				52031485								70700000				MWS	A8	Output tax 23%	 23,000	-310,00	-252,03	-57,97	44270000
			RV		8100000034		1000000029		01.04.2015		01.04.2015	01.04.2015				51956807								70700000				MWS	A8	Output tax 23%	 23,000	-160,00	-130,08	-29,92	44270000
			RV		8100000035		1000000032		01.04.2015		01.04.2015	01.04.2015				51938571								70700000				MWS	A2	Output tax 8%	  8,000	-139,00	-128,70	-10,30	44270000
			RV		8100000036		1000000030		01.04.2015		01.04.2015	01.04.2015				51597323								70700000			6191047718	MWS	A8	Output tax 23%	 23,000	-328,99	-267,47	-61,52	44270000
			RV		8100000037		1000000033		01.04.2015		01.04.2015	01.04.2015				50051766								70700000				MWS	A8	Output tax 23%	 23,000	-1.330,00	-1.081,30	-248,70	44270000
			RV		8100000037		1000000033		01.04.2015		01.04.2015	01.04.2015				50051766								70700000				MWS	A8	Output tax 23%	 23,000	-55,01	-44,72	-10,29	44270000
